Title,Authors,Journal,Year,nSamples,nPositive,Prevalence,HostFamily,HostGenus,Hosts,nSpecies,VirusGenus,VirusSubgenus,VirusStrain,DetectionType,StudyType,DetectionMethod,DetectionMethodSpecific,PCRMethod,GeneTarget,GeneTargetDetailed,Tissue,Sample,Country,State,SamplingSite,Latitude,Longitude,nSamplingTrips,YearDiscrete,MonthsDiscrete,StartYear,StartMonth,EndYear,EndMonth,Summer,Fall,Winter,Spring,TerminalSampling
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Hipposideridae,Hipposideros,Hipposideros halophyllus,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Khanchanaburi,Cave 24/25,NA,NA,NA,2007,December,NA,NA,NA,NA,0,0,1,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,4,0,0,Hipposideridae,Hipposideros,Hipposideros halophyllus,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Khanchanaburi,Cave 24/25,NA,NA,NA,2007,December,NA,NA,NA,NA,0,0,1,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,40,21,0.525,Hipposideridae,Hipposideros,Hipposideros larvatus,1,betacoronavirus,NA,HI BcoV T,repeat,longitudinal,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Chachoengsao,Cave 17,NA,NA,NA,2008,September,NA,NA,NA,NA,0,1,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Megadermatidae,Megaderma,Megaderma lyra,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Nan,Cave 1,NA,NA,NA,2006,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Megadermatidae,Megaderma,Megaderma lyra,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Nan,Cave 1,NA,NA,NA,2006,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,5,0,0,Megadermatidae,Megaderma,Megaderma spasma,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Lampang,Cave 12,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,5,0,0,Megadermatidae,Megaderma,Megaderma spasma,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Lampang,Cave 12,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,3,0,0,Megadermatidae,Megaderma,Megaderma spasma,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Lampang,Cave 12,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Pteropodidae,Eonycteris,Eonycteris spelaea,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Tak,Cave 15,NA,NA,NA,2007,May,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,35,0,0,Pteropodidae,Rousettus,Rousettus leschenaultii,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Lopburi,Cave 21,NA,NA,NA,2007,November,NA,NA,NA,NA,0,1,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,11,0,0,Pteropodidae,Rousettus,Rousettus leschenaultii,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Lopburi,Cave 21,NA,NA,NA,2007,November,NA,NA,NA,NA,0,1,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Pteropodidae,Eonycteris,Eonycteris spelaea,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Nakon Ratchasima,Cave 18,NA,NA,NA,2007,November,NA,NA,NA,NA,0,1,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Rhinolophidae,Rhinolophus,Rhinolophus yunanensis,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Nan,Cave 7,NA,NA,NA,2006,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,3,0,0,Rhinolophidae,Rhinolophus,Rhinolophus lepidus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Phitsanulok,Cave 8,NA,NA,NA,2006,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Rhinolophidae,Rhinolophus,Rhinolophus lepidus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Phitsanulok,Cave 8,NA,NA,NA,2006,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Rhinolophidae,Rhinolophus,Rhinolophus malayanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Rhinolophidae,Rhinolophus,Rhinolophus malayanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Rhinolophidae,Rhinolophus,Rhinolophus malayanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,3,0,0,Rhinolophidae,Rhinolophus,NA,NA,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Rhinolophidae,Rhinolophus,NA,NA,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Rhinolophidae,Rhinolophus,NA,NA,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Rhinolophidae,Rhinolophus,Rhinolophus coelophyllus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Uthai Thani,Cave 13,NA,NA,NA,2007,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Rhinolophidae,Rhinolophus,Rhinolophus thomasi,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Ratchaburi,Cave 5,NA,NA,NA,2006,November,NA,NA,NA,NA,0,1,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Rhinolophidae,Rhinolophus,Rhinolophus thomasi,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Ratchaburi,Cave 5,NA,NA,NA,2006,November,NA,NA,NA,NA,0,1,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,6,0,0,Rhinolophidae,Rhinolophus,Rhinolophus coelophyllus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Uthai Thani,Cave 14,NA,NA,NA,2007,May,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Rhinolophidae,Rhinolophus,Rhinolophus malayanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Uthai Thani,Cave 14,NA,NA,NA,2007,May,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Rhinolophidae,Rhinolophus,Rhinolophus thomasi,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Uthai Thani,Cave 14,NA,NA,NA,2007,May,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,5,0,0,Rhinolophidae,Rhinolophus,Rhinolophus coelophyllus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Tak,Cave 15,NA,NA,NA,2007,May,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Rhinolophidae,Rhinolophus,Rhinolophus stheno,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Tak,Cave 15,NA,NA,NA,2007,May,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,5,0,0,Rhinolophidae,Rhinolophus,Rhinolophus pearsonii,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Saraburi,Cave 19,NA,NA,NA,2007,November,NA,NA,NA,NA,0,1,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Rhinolophidae,Rhinolophus,Rhinolophus pearsonii,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Lopburi,Cave 20,NA,NA,NA,2007,November,NA,NA,NA,NA,0,1,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Rhinolophidae,Rhinolophus,Rhinolophus pearsonii,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Lopburi,Cave 20,NA,NA,NA,2007,November,NA,NA,NA,NA,0,1,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Rhinolophidae,Rhinolophus,Rhinolophus malayanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Khanchanaburi,Cave 23,NA,NA,NA,2007,December,NA,NA,NA,NA,0,0,1,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Rhinolophidae,Rhinolophus,Rhinolophus malayanus,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Khanchanaburi,Cave 24/25,NA,NA,NA,2007,December,NA,NA,NA,NA,0,0,1,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Rhinolophidae,Rhinolophus,Rhinolophus malayanus,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Khanchanaburi,Cave 24/25,NA,NA,NA,2007,December,NA,NA,NA,NA,0,0,1,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,25,0,0,Emballonuridae,Taphozous,Taphozous longimanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Lampang,Cave 9,NA,NA,NA,2007,December,NA,NA,NA,NA,0,0,1,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,12,0,0,Emballonuridae,Taphozous,Taphozous longimanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Lampang,Cave 9,NA,NA,NA,2006,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,12,0,0,Emballonuridae,Taphozous,Taphozous longimanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Nan,Cave 10,NA,NA,NA,2006,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,4,0,0,Emballonuridae,Taphozous,Taphozous longimanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Nan,Cave 10,NA,NA,NA,2006,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,9,0,0,Emballonuridae,Taphozous,Taphozous longimanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Nan,Cave 7,NA,NA,NA,2006,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Emballonuridae,Taphozous,Taphozous longimanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Nan,Cave 7,NA,NA,NA,2006,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,22,0,0,Emballonuridae,Taphozous,Taphozous longimanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,5,0,0,Emballonuridae,Taphozous,Taphozous longimanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Chiang Rai,Cave 11,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,5,0,0,Emballonuridae,Taphozous,Taphozous longimanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Chiang Rai,Cave 11,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Emballonuridae,Taphozous,Taphozous longimanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Chiang Rai,Cave 11,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,3,0,0,Emballonuridae,Taphozous,Taphozous longimanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,3,0,0,Emballonuridae,Taphozous,Taphozous longimanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Emballonuridae,Taphozous,Taphozous longimanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Chachoengsao,Cave 22,NA,NA,NA,2007,December,NA,NA,NA,NA,0,0,1,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Emballonuridae,Taphozous,Taphozous longimanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Chachoengsao,Cave 22,NA,NA,NA,2007,December,NA,NA,NA,NA,0,0,1,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,4,0,0,Emballonuridae,Taphozous,Taphozous longimanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Chachoengsao,Cave 17,NA,NA,NA,2007,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,4,0,0,Emballonuridae,Taphozous,Taphozous longimanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Chachoengsao,Cave 17,NA,NA,NA,2007,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,4,0,0,Emballonuridae,Taphozous,Taphozous longimanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Chachoengsao,Cave 17,NA,NA,NA,2007,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Vespertilionidae,Myotis,Myotis siligorensis,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Nan,Cave 7,NA,NA,NA,2006,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Vespertilionidae,Myotis,Myotis siligorensis,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,4,0,0,Vespertilionidae,Myotis,Myotis siligorensis,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Ratchaburi,Cave 5,NA,NA,NA,2006,November,NA,NA,NA,NA,0,1,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Vespertilionidae,Myotis,Myotis siligorensis,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Chiang Rai,Cave 3,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Vespertilionidae,Myotis,Myotis siligorensis,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Chiang Rai,Cave 3,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
